budget_date,budget_hour,store_code,category_code,internal_sku,daily_target_units,daily_target_revenue,expected_units_to_hour,expected_revenue_to_hour
2026-05-03,08,GT-0145,BEBIDAS,SKU-0016,2,3844,0,275
2026-05-03,08,GT-0145,BEBIDAS,SKU-0017,3,5946,0,425
2026-05-03,08,GT-0145,BEBIDAS,SKU-0018,4,7788,0,556
2026-05-03,08,GT-0145,BEBIDAS,SKU-0019,5,10035,0,717
2026-05-03,08,GT-0145,BEBIDAS,SKU-0020,6,12402,0,886
2026-05-03,08,GT-0145,CARNES,,92,218514,7,15608
2026-05-03,08,GT-0145,CARNES,SKU-0061,5,10060,0,719
2026-05-03,08,GT-0145,CARNES,SKU-0062,6,12432,0,888
2026-05-03,08,GT-0145,CARNES,SKU-0063,7,14259,0,1018
2026-05-03,08,GT-0145,CARNES,SKU-0064,2,4194,0,300
2026-05-03,08,GT-0145,CARNES,SKU-0065,3,6471,0,462
2026-05-03,08,GT-0145,CARNES,SKU-0066,4,8868,0,633
2026-05-03,08,GT-0145,CARNES,SKU-0067,5,11385,0,813
2026-05-03,08,GT-0145,CARNES,SKU-0068,6,13452,0,961
2026-05-03,08,GT-0145,CARNES,SKU-0069,7,16114,0,1151
2026-05-03,08,GT-0145,CARNES,SKU-0070,2,4724,0,337
2026-05-03,08,GT-0145,CARNES,SKU-0071,3,7266,0,519
2026-05-03,08,GT-0145,CARNES,SKU-0072,4,9928,0,709
2026-05-03,08,GT-0145,CARNES,SKU-0073,5,12235,0,874
2026-05-03,08,GT-0145,CARNES,SKU-0074,6,15042,0,1074
2026-05-03,08,GT-0145,CARNES,SKU-0075,7,17969,0,1284
2026-05-03,08,GT-0145,CARNES,SKU-0076,2,5254,0,375
2026-05-03,08,GT-0145,CARNES,SKU-0077,3,8061,0,576
2026-05-03,08,GT-0145,CARNES,SKU-0078,4,10608,0,758
2026-05-03,08,GT-0145,CARNES,SKU-0079,5,13560,0,969
2026-05-03,08,GT-0145,CARNES,SKU-0080,6,16632,0,1188
2026-05-03,08,GT-0145,LACTEOS,,88,188646,6,13475
2026-05-03,08,GT-0145,LACTEOS,SKU-0041,3,5331,0,381
2026-05-03,08,GT-0145,LACTEOS,SKU-0042,4,7348,0,525
2026-05-03,08,GT-0145,LACTEOS,SKU-0043,5,9010,0,644
2026-05-03,08,GT-0145,LACTEOS,SKU-0044,6,11172,0,798
2026-05-03,08,GT-0145,LACTEOS,SKU-0045,7,13454,0,961
2026-05-03,08,GT-0145,LACTEOS,SKU-0046,2,3964,0,283
2026-05-03,08,GT-0145,LACTEOS,SKU-0047,3,6126,0,438
2026-05-03,08,GT-0145,LACTEOS,SKU-0048,4,8028,0,573
2026-05-03,08,GT-0145,LACTEOS,SKU-0049,5,10335,0,738
2026-05-03,08,GT-0145,LACTEOS,SKU-0050,6,12762,0,912
2026-05-03,08,GT-0145,LACTEOS,SKU-0051,7,15309,0,1094
2026-05-03,08,GT-0145,LACTEOS,SKU-0052,2,4494,0,321
2026-05-03,08,GT-0145,LACTEOS,SKU-0053,3,6636,0,474
2026-05-03,08,GT-0145,LACTEOS,SKU-0054,4,9088,0,649
2026-05-03,08,GT-0145,LACTEOS,SKU-0055,5,11660,0,833
2026-05-03,08,GT-0145,LACTEOS,SKU-0056,6,14352,0,1025
2026-05-03,08,GT-0145,LACTEOS,SKU-0057,7,17164,0,1226
2026-05-03,08,GT-0145,LACTEOS,SKU-0058,2,4834,0,345
2026-05-03,08,GT-0145,LACTEOS,SKU-0059,3,7431,0,531
2026-05-03,08,GT-0145,LACTEOS,SKU-0060,4,10148,0,725
2026-05-03,08,GT-0145,PANADERIA,,90,235970,6,16855
2026-05-03,08,GT-0145,PANADERIA,SKU-0081,7,15729,0,1124
2026-05-03,08,GT-0145,PANADERIA,SKU-0082,2,4614,0,330
2026-05-03,08,GT-0145,PANADERIA,SKU-0083,3,6816,0,487
2026-05-03,08,GT-0145,PANADERIA,SKU-0084,4,9328,0,666
2026-05-03,08,GT-0145,PANADERIA,SKU-0085,5,11960,0,854
2026-05-03,08,GT-0145,PANADERIA,SKU-0086,6,14712,0,1051
2026-05-03,08,GT-0145,PANADERIA,SKU-0087,7,17584,0,1256
2026-05-03,08,GT-0145,PANADERIA,SKU-0088,2,4954,0,354
2026-05-03,08,GT-0145,PANADERIA,SKU-0089,3,7611,0,544
2026-05-03,08,GT-0145,PANADERIA,SKU-0090,4,10388,0,742
2026-05-03,08,GT-0145,PANADERIA,SKU-0091,5,13285,0,949
2026-05-03,08,GT-0145,PANADERIA,SKU-0092,6,16302,0,1164
2026-05-03,08,GT-0145,PANADERIA,SKU-0093,7,18774,0,1341
2026-05-03,08,GT-0145,PANADERIA,SKU-0094,2,5484,0,392
2026-05-03,08,GT-0145,PANADERIA,SKU-0095,3,8406,0,600
2026-05-03,08,GT-0145,PANADERIA,SKU-0096,4,11448,0,818
2026-05-03,08,GT-0145,PANADERIA,SKU-0097,5,14610,0,1044
2026-05-03,08,GT-0145,PANADERIA,SKU-0098,6,17322,0,1237
2026-05-03,08,GT-0145,PANADERIA,SKU-0099,7,20629,0,1474
2026-05-03,08,GT-0145,PANADERIA,SKU-0100,2,6014,0,430
2026-05-03,09,GT-0145,ACEITES,,90,172520,13,24646
2026-05-03,09,GT-0145,ACEITES,SKU-0021,7,10794,1,1542
2026-05-03,09,GT-0145,ACEITES,SKU-0022,2,3204,0,458
2026-05-03,09,GT-0145,ACEITES,SKU-0023,3,4701,0,672
2026-05-03,09,GT-0145,ACEITES,SKU-0024,4,6508,1,930
2026-05-03,09,GT-0145,ACEITES,SKU-0025,5,8435,1,1205
2026-05-03,09,GT-0145,ACEITES,SKU-0026,6,10482,1,1497
2026-05-03,09,GT-0145,ACEITES,SKU-0027,7,12649,1,1807
2026-05-03,09,GT-0145,ACEITES,SKU-0028,2,3544,0,506
2026-05-03,09,GT-0145,ACEITES,SKU-0029,3,5496,0,785
2026-05-03,09,GT-0145,ACEITES,SKU-0030,4,7568,1,1081
2026-05-03,09,GT-0145,ACEITES,SKU-0031,5,9760,1,1394
2026-05-03,09,GT-0145,ACEITES,SKU-0032,6,12072,1,1725
2026-05-03,09,GT-0145,ACEITES,SKU-0033,7,13839,1,1977
2026-05-03,09,GT-0145,ACEITES,SKU-0034,2,4074,0,582
2026-05-03,09,GT-0145,ACEITES,SKU-0035,3,6291,0,899
2026-05-03,09,GT-0145,ACEITES,SKU-0036,4,8628,1,1233
2026-05-03,09,GT-0145,ACEITES,SKU-0037,5,11085,1,1584
2026-05-03,09,GT-0145,ACEITES,SKU-0038,6,13092,1,1870
2026-05-03,09,GT-0145,ACEITES,SKU-0039,7,15694,1,2242
2026-05-03,09,GT-0145,ACEITES,SKU-0040,2,4604,0,658
2026-05-03,09,GT-0145,BEBIDAS,,92,153654,13,21951
2026-05-03,09,GT-0145,BEBIDAS,SKU-0001,5,6535,1,934
2026-05-03,09,GT-0145,BEBIDAS,SKU-0002,6,8202,1,1172
2026-05-03,09,GT-0145,BEBIDAS,SKU-0003,7,9324,1,1332
2026-05-03,09,GT-0145,BEBIDAS,SKU-0004,2,2784,0,398
2026-05-03,09,GT-0145,BEBIDAS,SKU-0005,3,4356,0,622
2026-05-03,09,GT-0145,BEBIDAS,SKU-0006,4,6048,1,864
2026-05-03,09,GT-0145,BEBIDAS,SKU-0007,5,7860,1,1123
2026-05-03,09,GT-0145,BEBIDAS,SKU-0008,6,9222,1,1317
2026-05-03,09,GT-0145,BEBIDAS,SKU-0009,7,11179,1,1597
2026-05-03,09,GT-0145,BEBIDAS,SKU-0010,2,3314,0,473
2026-05-03,09,GT-0145,BEBIDAS,SKU-0011,3,5151,0,736
2026-05-03,09,GT-0145,BEBIDAS,SKU-0012,4,7108,1,1015
2026-05-03,09,GT-0145,BEBIDAS,SKU-0013,5,8710,1,1244
2026-05-03,09,GT-0145,BEBIDAS,SKU-0014,6,10812,1,1545
2026-05-03,09,GT-0145,BEBIDAS,SKU-0015,7,13034,1,1862
2026-05-03,09,GT-0145,BEBIDAS,SKU-0016,2,3844,0,549
2026-05-03,09,GT-0145,BEBIDAS,SKU-0017,3,5946,0,849
2026-05-03,09,GT-0145,BEBIDAS,SKU-0018,4,7788,1,1113
2026-05-03,09,GT-0145,BEBIDAS,SKU-0019,5,10035,1,1434
2026-05-03,09,GT-0145,BEBIDAS,SKU-0020,6,12402,1,1772
2026-05-03,09,GT-0145,CARNES,,92,218514,13,31216
2026-05-03,09,GT-0145,CARNES,SKU-0061,5,10060,1,1437
2026-05-03,09,GT-0145,CARNES,SKU-0062,6,12432,1,1776
2026-05-03,09,GT-0145,CARNES,SKU-0063,7,14259,1,2037
2026-05-03,09,GT-0145,CARNES,SKU-0064,2,4194,0,599
2026-05-03,09,GT-0145,CARNES,SKU-0065,3,6471,0,924
2026-05-03,09,GT-0145,CARNES,SKU-0066,4,8868,1,1267
2026-05-03,09,GT-0145,CARNES,SKU-0067,5,11385,1,1626
2026-05-03,09,GT-0145,CARNES,SKU-0068,6,13452,1,1922
2026-05-03,09,GT-0145,CARNES,SKU-0069,7,16114,1,2302
2026-05-03,09,GT-0145,CARNES,SKU-0070,2,4724,0,675
2026-05-03,09,GT-0145,CARNES,SKU-0071,3,7266,0,1038
2026-05-03,09,GT-0145,CARNES,SKU-0072,4,9928,1,1418
2026-05-03,09,GT-0145,CARNES,SKU-0073,5,12235,1,1748
2026-05-03,09,GT-0145,CARNES,SKU-0074,6,15042,1,2149
2026-05-03,09,GT-0145,CARNES,SKU-0075,7,17969,1,2567
2026-05-03,09,GT-0145,CARNES,SKU-0076,2,5254,0,751
2026-05-03,09,GT-0145,CARNES,SKU-0077,3,8061,0,1152
2026-05-03,09,GT-0145,CARNES,SKU-0078,4,10608,1,1515
2026-05-03,09,GT-0145,CARNES,SKU-0079,5,13560,1,1937
2026-05-03,09,GT-0145,CARNES,SKU-0080,6,16632,1,2376
2026-05-03,09,GT-0145,LACTEOS,,88,188646,13,26949
2026-05-03,09,GT-0145,LACTEOS,SKU-0041,3,5331,0,762
2026-05-03,09,GT-0145,LACTEOS,SKU-0042,4,7348,1,1050
2026-05-03,09,GT-0145,LACTEOS,SKU-0043,5,9010,1,1287
2026-05-03,09,GT-0145,LACTEOS,SKU-0044,6,11172,1,1596
2026-05-03,09,GT-0145,LACTEOS,SKU-0045,7,13454,1,1922
2026-05-03,09,GT-0145,LACTEOS,SKU-0046,2,3964,0,566
2026-05-03,09,GT-0145,LACTEOS,SKU-0047,3,6126,0,875
2026-05-03,09,GT-0145,LACTEOS,SKU-0048,4,8028,1,1147
2026-05-03,09,GT-0145,LACTEOS,SKU-0049,5,10335,1,1476
2026-05-03,09,GT-0145,LACTEOS,SKU-0050,6,12762,1,1823
2026-05-03,09,GT-0145,LACTEOS,SKU-0051,7,15309,1,2187
2026-05-03,09,GT-0145,LACTEOS,SKU-0052,2,4494,0,642
2026-05-03,09,GT-0145,LACTEOS,SKU-0053,3,6636,0,948
2026-05-03,09,GT-0145,LACTEOS,SKU-0054,4,9088,1,1298
2026-05-03,09,GT-0145,LACTEOS,SKU-0055,5,11660,1,1666
2026-05-03,09,GT-0145,LACTEOS,SKU-0056,6,14352,1,2050
2026-05-03,09,GT-0145,LACTEOS,SKU-0057,7,17164,1,2452
2026-05-03,09,GT-0145,LACTEOS,SKU-0058,2,4834,0,691
2026-05-03,09,GT-0145,LACTEOS,SKU-0059,3,7431,0,1062
2026-05-03,09,GT-0145,LACTEOS,SKU-0060,4,10148,1,1450
2026-05-03,09,GT-0145,PANADERIA,,90,235970,13,33710
2026-05-03,09,GT-0145,PANADERIA,SKU-0081,7,15729,1,2247
2026-05-03,09,GT-0145,PANADERIA,SKU-0082,2,4614,0,659
2026-05-03,09,GT-0145,PANADERIA,SKU-0083,3,6816,0,974
2026-05-03,09,GT-0145,PANADERIA,SKU-0084,4,9328,1,1333
2026-05-03,09,GT-0145,PANADERIA,SKU-0085,5,11960,1,1709
2026-05-03,09,GT-0145,PANADERIA,SKU-0086,6,14712,1,2102
2026-05-03,09,GT-0145,PANADERIA,SKU-0087,7,17584,1,2512
2026-05-03,09,GT-0145,PANADERIA,SKU-0088,2,4954,0,708
2026-05-03,09,GT-0145,PANADERIA,SKU-0089,3,7611,0,1087
2026-05-03,09,GT-0145,PANADERIA,SKU-0090,4,10388,1,1484
2026-05-03,09,GT-0145,PANADERIA,SKU-0091,5,13285,1,1898
2026-05-03,09,GT-0145,PANADERIA,SKU-0092,6,16302,1,2329
2026-05-03,09,GT-0145,PANADERIA,SKU-0093,7,18774,1,2682
2026-05-03,09,GT-0145,PANADERIA,SKU-0094,2,5484,0,783
2026-05-03,09,GT-0145,PANADERIA,SKU-0095,3,8406,0,1201
2026-05-03,09,GT-0145,PANADERIA,SKU-0096,4,11448,1,1635
2026-05-03,09,GT-0145,PANADERIA,SKU-0097,5,14610,1,2087
2026-05-03,09,GT-0145,PANADERIA,SKU-0098,6,17322,1,2475
2026-05-03,09,GT-0145,PANADERIA,SKU-0099,7,20629,1,2947
2026-05-03,09,GT-0145,PANADERIA,SKU-0100,2,6014,0,859
2026-05-03,10,GT-0145,ACEITES,,90,172520,19,36969
2026-05-03,10,GT-0145,ACEITES,SKU-0021,7,10794,2,2313
2026-05-03,10,GT-0145,ACEITES,SKU-0022,2,3204,0,687
2026-05-03,10,GT-0145,ACEITES,SKU-0023,3,4701,1,1007
2026-05-03,10,GT-0145,ACEITES,SKU-0024,4,6508,1,1395
2026-05-03,10,GT-0145,ACEITES,SKU-0025,5,8435,1,1808
2026-05-03,10,GT-0145,ACEITES,SKU-0026,6,10482,1,2246
2026-05-03,10,GT-0145,ACEITES,SKU-0027,7,12649,2,2710
2026-05-03,10,GT-0145,ACEITES,SKU-0028,2,3544,0,759
2026-05-03,10,GT-0145,ACEITES,SKU-0029,3,5496,1,1178
2026-05-03,10,GT-0145,ACEITES,SKU-0030,4,7568,1,1622
2026-05-03,10,GT-0145,ACEITES,SKU-0031,5,9760,1,2091
2026-05-03,10,GT-0145,ACEITES,SKU-0032,6,12072,1,2587
2026-05-03,10,GT-0145,ACEITES,SKU-0033,7,13839,2,2966
2026-05-03,10,GT-0145,ACEITES,SKU-0034,2,4074,0,873
2026-05-03,10,GT-0145,ACEITES,SKU-0035,3,6291,1,1348
2026-05-03,10,GT-0145,ACEITES,SKU-0036,4,8628,1,1849
2026-05-03,10,GT-0145,ACEITES,SKU-0037,5,11085,1,2375
2026-05-03,10,GT-0145,ACEITES,SKU-0038,6,13092,1,2805
2026-05-03,10,GT-0145,ACEITES,SKU-0039,7,15694,2,3363
2026-05-03,10,GT-0145,ACEITES,SKU-0040,2,4604,0,987
2026-05-03,10,GT-0145,BEBIDAS,,92,153654,20,32926
2026-05-03,10,GT-0145,BEBIDAS,SKU-0001,5,6535,1,1400
2026-05-03,10,GT-0145,BEBIDAS,SKU-0002,6,8202,1,1758
2026-05-03,10,GT-0145,BEBIDAS,SKU-0003,7,9324,2,1998
2026-05-03,10,GT-0145,BEBIDAS,SKU-0004,2,2784,0,597
2026-05-03,10,GT-0145,BEBIDAS,SKU-0005,3,4356,1,933
2026-05-03,10,GT-0145,BEBIDAS,SKU-0006,4,6048,1,1296
2026-05-03,10,GT-0145,BEBIDAS,SKU-0007,5,7860,1,1684
2026-05-03,10,GT-0145,BEBIDAS,SKU-0008,6,9222,1,1976
2026-05-03,10,GT-0145,BEBIDAS,SKU-0009,7,11179,2,2396
2026-05-03,10,GT-0145,BEBIDAS,SKU-0010,2,3314,0,710
2026-05-03,10,GT-0145,BEBIDAS,SKU-0011,3,5151,1,1104
2026-05-03,10,GT-0145,BEBIDAS,SKU-0012,4,7108,1,1523
2026-05-03,10,GT-0145,BEBIDAS,SKU-0013,5,8710,1,1866
2026-05-03,10,GT-0145,BEBIDAS,SKU-0014,6,10812,1,2317
2026-05-03,10,GT-0145,BEBIDAS,SKU-0015,7,13034,2,2793
2026-05-03,10,GT-0145,BEBIDAS,SKU-0016,2,3844,0,824
2026-05-03,10,GT-0145,BEBIDAS,SKU-0017,3,5946,1,1274
2026-05-03,10,GT-0145,BEBIDAS,SKU-0018,4,7788,1,1669
2026-05-03,10,GT-0145,BEBIDAS,SKU-0019,5,10035,1,2150
2026-05-03,10,GT-0145,BEBIDAS,SKU-0020,6,12402,1,2658
2026-05-03,10,GT-0145,CARNES,,92,218514,20,46824
2026-05-03,10,GT-0145,CARNES,SKU-0061,5,10060,1,2156
2026-05-03,10,GT-0145,CARNES,SKU-0062,6,12432,1,2664
2026-05-03,10,GT-0145,CARNES,SKU-0063,7,14259,2,3056
2026-05-03,10,GT-0145,CARNES,SKU-0064,2,4194,0,899
2026-05-03,10,GT-0145,CARNES,SKU-0065,3,6471,1,1387
2026-05-03,10,GT-0145,CARNES,SKU-0066,4,8868,1,1900
2026-05-03,10,GT-0145,CARNES,SKU-0067,5,11385,1,2440
2026-05-03,10,GT-0145,CARNES,SKU-0068,6,13452,1,2883
2026-05-03,10,GT-0145,CARNES,SKU-0069,7,16114,2,3453
2026-05-03,10,GT-0145,CARNES,SKU-0070,2,4724,0,1012
2026-05-03,10,GT-0145,CARNES,SKU-0071,3,7266,1,1557
2026-05-03,10,GT-0145,CARNES,SKU-0072,4,9928,1,2127
2026-05-03,10,GT-0145,CARNES,SKU-0073,5,12235,1,2622
2026-05-03,10,GT-0145,CARNES,SKU-0074,6,15042,1,3223
2026-05-03,10,GT-0145,CARNES,SKU-0075,7,17969,2,3850
2026-05-03,10,GT-0145,CARNES,SKU-0076,2,5254,0,1126
2026-05-03,10,GT-0145,CARNES,SKU-0077,3,8061,1,1727
2026-05-03,10,GT-0145,CARNES,SKU-0078,4,10608,1,2273
2026-05-03,10,GT-0145,CARNES,SKU-0079,5,13560,1,2906
2026-05-03,10,GT-0145,CARNES,SKU-0080,6,16632,1,3564
2026-05-03,10,GT-0145,LACTEOS,,88,188646,19,40424
2026-05-03,10,GT-0145,LACTEOS,SKU-0041,3,5331,1,1142
2026-05-03,10,GT-0145,LACTEOS,SKU-0042,4,7348,1,1575
2026-05-03,10,GT-0145,LACTEOS,SKU-0043,5,9010,1,1931
2026-05-03,10,GT-0145,LACTEOS,SKU-0044,6,11172,1,2394
2026-05-03,10,GT-0145,LACTEOS,SKU-0045,7,13454,2,2883
2026-05-03,10,GT-0145,LACTEOS,SKU-0046,2,3964,0,849
2026-05-03,10,GT-0145,LACTEOS,SKU-0047,3,6126,1,1313
2026-05-03,10,GT-0145,LACTEOS,SKU-0048,4,8028,1,1720
2026-05-03,10,GT-0145,LACTEOS,SKU-0049,5,10335,1,2215
2026-05-03,10,GT-0145,LACTEOS,SKU-0050,6,12762,1,2735
2026-05-03,10,GT-0145,LACTEOS,SKU-0051,7,15309,2,3280
2026-05-03,10,GT-0145,LACTEOS,SKU-0052,2,4494,0,963
2026-05-03,10,GT-0145,LACTEOS,SKU-0053,3,6636,1,1422
2026-05-03,10,GT-0145,LACTEOS,SKU-0054,4,9088,1,1947
2026-05-03,10,GT-0145,LACTEOS,SKU-0055,5,11660,1,2499
2026-05-03,10,GT-0145,LACTEOS,SKU-0056,6,14352,1,3075
2026-05-03,10,GT-0145,LACTEOS,SKU-0057,7,17164,2,3678
2026-05-03,10,GT-0145,LACTEOS,SKU-0058,2,4834,0,1036
2026-05-03,10,GT-0145,LACTEOS,SKU-0059,3,7431,1,1592
2026-05-03,10,GT-0145,LACTEOS,SKU-0060,4,10148,1,2175
2026-05-03,10,GT-0145,PANADERIA,,90,235970,19,50565
2026-05-03,10,GT-0145,PANADERIA,SKU-0081,7,15729,2,3370
2026-05-03,10,GT-0145,PANADERIA,SKU-0082,2,4614,0,989
2026-05-03,10,GT-0145,PANADERIA,SKU-0083,3,6816,1,1461
2026-05-03,10,GT-0145,PANADERIA,SKU-0084,4,9328,1,1999
2026-05-03,10,GT-0145,PANADERIA,SKU-0085,5,11960,1,2563
2026-05-03,10,GT-0145,PANADERIA,SKU-0086,6,14712,1,3153
2026-05-03,10,GT-0145,PANADERIA,SKU-0087,7,17584,2,3768
2026-05-03,10,GT-0145,PANADERIA,SKU-0088,2,4954,0,1062
2026-05-03,10,GT-0145,PANADERIA,SKU-0089,3,7611,1,1631
2026-05-03,10,GT-0145,PANADERIA,SKU-0090,4,10388,1,2226
2026-05-03,10,GT-0145,PANADERIA,SKU-0091,5,13285,1,2847
2026-05-03,10,GT-0145,PANADERIA,SKU-0092,6,16302,1,3493
2026-05-03,10,GT-0145,PANADERIA,SKU-0093,7,18774,2,4023
2026-05-03,10,GT-0145,PANADERIA,SKU-0094,2,5484,0,1175
2026-05-03,10,GT-0145,PANADERIA,SKU-0095,3,8406,1,1801
2026-05-03,10,GT-0145,PANADERIA,SKU-0096,4,11448,1,2453
2026-05-03,10,GT-0145,PANADERIA,SKU-0097,5,14610,1,3131
2026-05-03,10,GT-0145,PANADERIA,SKU-0098,6,17322,1,3712
2026-05-03,10,GT-0145,PANADERIA,SKU-0099,7,20629,2,4420
2026-05-03,10,GT-0145,PANADERIA,SKU-0100,2,6014,0,1289
2026-05-03,11,GT-0145,ACEITES,,90,172520,26,49291
2026-05-03,11,GT-0145,ACEITES,SKU-0021,7,10794,2,3084
2026-05-03,11,GT-0145,ACEITES,SKU-0022,2,3204,1,915
2026-05-03,11,GT-0145,ACEITES,SKU-0023,3,4701,1,1343
2026-05-03,11,GT-0145,ACEITES,SKU-0024,4,6508,1,1859
2026-05-03,11,GT-0145,ACEITES,SKU-0025,5,8435,1,2410
2026-05-03,11,GT-0145,ACEITES,SKU-0026,6,10482,2,2995
2026-05-03,11,GT-0145,ACEITES,SKU-0027,7,12649,2,3614
2026-05-03,11,GT-0145,ACEITES,SKU-0028,2,3544,1,1013
2026-05-03,11,GT-0145,ACEITES,SKU-0029,3,5496,1,1570
2026-05-03,11,GT-0145,ACEITES,SKU-0030,4,7568,1,2162
2026-05-03,11,GT-0145,ACEITES,SKU-0031,5,9760,1,2789
2026-05-03,11,GT-0145,ACEITES,SKU-0032,6,12072,2,3449
2026-05-03,11,GT-0145,ACEITES,SKU-0033,7,13839,2,3954
2026-05-03,11,GT-0145,ACEITES,SKU-0034,2,4074,1,1164
2026-05-03,11,GT-0145,ACEITES,SKU-0035,3,6291,1,1797
2026-05-03,11,GT-0145,ACEITES,SKU-0036,4,8628,1,2465
2026-05-03,11,GT-0145,ACEITES,SKU-0037,5,11085,1,3167
2026-05-03,11,GT-0145,ACEITES,SKU-0038,6,13092,2,3741
2026-05-03,11,GT-0145,ACEITES,SKU-0039,7,15694,2,4484
2026-05-03,11,GT-0145,ACEITES,SKU-0040,2,4604,1,1315
2026-05-03,11,GT-0145,BEBIDAS,,92,153654,26,43901
2026-05-03,11,GT-0145,BEBIDAS,SKU-0001,5,6535,1,1867
2026-05-03,11,GT-0145,BEBIDAS,SKU-0002,6,8202,2,2343
2026-05-03,11,GT-0145,BEBIDAS,SKU-0003,7,9324,2,2664
2026-05-03,11,GT-0145,BEBIDAS,SKU-0004,2,2784,1,795
2026-05-03,11,GT-0145,BEBIDAS,SKU-0005,3,4356,1,1245
2026-05-03,11,GT-0145,BEBIDAS,SKU-0006,4,6048,1,1728
2026-05-03,11,GT-0145,BEBIDAS,SKU-0007,5,7860,1,2246
2026-05-03,11,GT-0145,BEBIDAS,SKU-0008,6,9222,2,2635
2026-05-03,11,GT-0145,BEBIDAS,SKU-0009,7,11179,2,3194
2026-05-03,11,GT-0145,BEBIDAS,SKU-0010,2,3314,1,947
2026-05-03,11,GT-0145,BEBIDAS,SKU-0011,3,5151,1,1472
2026-05-03,11,GT-0145,BEBIDAS,SKU-0012,4,7108,1,2031
2026-05-03,11,GT-0145,BEBIDAS,SKU-0013,5,8710,1,2489
2026-05-03,11,GT-0145,BEBIDAS,SKU-0014,6,10812,2,3089
2026-05-03,11,GT-0145,BEBIDAS,SKU-0015,7,13034,2,3724
2026-05-03,11,GT-0145,BEBIDAS,SKU-0016,2,3844,1,1098
2026-05-03,11,GT-0145,BEBIDAS,SKU-0017,3,5946,1,1699
2026-05-03,11,GT-0145,BEBIDAS,SKU-0018,4,7788,1,2225
2026-05-03,11,GT-0145,BEBIDAS,SKU-0019,5,10035,1,2867
2026-05-03,11,GT-0145,BEBIDAS,SKU-0020,6,12402,2,3543
2026-05-03,11,GT-0145,CARNES,,92,218514,26,62433
2026-05-03,11,GT-0145,CARNES,SKU-0061,5,10060,1,2874
2026-05-03,11,GT-0145,CARNES,SKU-0062,6,12432,2,3552
2026-05-03,11,GT-0145,CARNES,SKU-0063,7,14259,2,4074
2026-05-03,11,GT-0145,CARNES,SKU-0064,2,4194,1,1198
2026-05-03,11,GT-0145,CARNES,SKU-0065,3,6471,1,1849
2026-05-03,11,GT-0145,CARNES,SKU-0066,4,8868,1,2534
2026-05-03,11,GT-0145,CARNES,SKU-0067,5,11385,1,3253
2026-05-03,11,GT-0145,CARNES,SKU-0068,6,13452,2,3843
2026-05-03,11,GT-0145,CARNES,SKU-0069,7,16114,2,4604
2026-05-03,11,GT-0145,CARNES,SKU-0070,2,4724,1,1350
2026-05-03,11,GT-0145,CARNES,SKU-0071,3,7266,1,2076
2026-05-03,11,GT-0145,CARNES,SKU-0072,4,9928,1,2837
2026-05-03,11,GT-0145,CARNES,SKU-0073,5,12235,1,3496
2026-05-03,11,GT-0145,CARNES,SKU-0074,6,15042,2,4298
2026-05-03,11,GT-0145,CARNES,SKU-0075,7,17969,2,5134
2026-05-03,11,GT-0145,CARNES,SKU-0076,2,5254,1,1501
2026-05-03,11,GT-0145,CARNES,SKU-0077,3,8061,1,2303
2026-05-03,11,GT-0145,CARNES,SKU-0078,4,10608,1,3031
2026-05-03,11,GT-0145,CARNES,SKU-0079,5,13560,1,3874
2026-05-03,11,GT-0145,CARNES,SKU-0080,6,16632,2,4752
2026-05-03,11,GT-0145,LACTEOS,,88,188646,25,53899
2026-05-03,11,GT-0145,LACTEOS,SKU-0041,3,5331,1,1523
2026-05-03,11,GT-0145,LACTEOS,SKU-0042,4,7348,1,2099
2026-05-03,11,GT-0145,LACTEOS,SKU-0043,5,9010,1,2574
2026-05-03,11,GT-0145,LACTEOS,SKU-0044,6,11172,2,3192
2026-05-03,11,GT-0145,LACTEOS,SKU-0045,7,13454,2,3844
2026-05-03,11,GT-0145,LACTEOS,SKU-0046,2,3964,1,1133
2026-05-03,11,GT-0145,LACTEOS,SKU-0047,3,6126,1,1750
2026-05-03,11,GT-0145,LACTEOS,SKU-0048,4,8028,1,2294
2026-05-03,11,GT-0145,LACTEOS,SKU-0049,5,10335,1,2953
2026-05-03,11,GT-0145,LACTEOS,SKU-0050,6,12762,2,3646
2026-05-03,11,GT-0145,LACTEOS,SKU-0051,7,15309,2,4374
2026-05-03,11,GT-0145,LACTEOS,SKU-0052,2,4494,1,1284
2026-05-03,11,GT-0145,LACTEOS,SKU-0053,3,6636,1,1896
2026-05-03,11,GT-0145,LACTEOS,SKU-0054,4,9088,1,2597
2026-05-03,11,GT-0145,LACTEOS,SKU-0055,5,11660,1,3331
2026-05-03,11,GT-0145,LACTEOS,SKU-0056,6,14352,2,4101
2026-05-03,11,GT-0145,LACTEOS,SKU-0057,7,17164,2,4904
2026-05-03,11,GT-0145,LACTEOS,SKU-0058,2,4834,1,1381
2026-05-03,11,GT-0145,LACTEOS,SKU-0059,3,7431,1,2123
2026-05-03,11,GT-0145,LACTEOS,SKU-0060,4,10148,1,2899
2026-05-03,11,GT-0145,PANADERIA,,90,235970,26,67420
2026-05-03,11,GT-0145,PANADERIA,SKU-0081,7,15729,2,4494
2026-05-03,11,GT-0145,PANADERIA,SKU-0082,2,4614,1,1318
2026-05-03,11,GT-0145,PANADERIA,SKU-0083,3,6816,1,1947
